,area,com_client,comment,goods_name,score,times,user_grade,user_id
508,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
509,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
510,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
511,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
512,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
513,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
514,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
515,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
516,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
517,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
518,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
519,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
520,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
521,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
522,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
523,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
524,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
525,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
526,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
527,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
528,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
529,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
530,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
531,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
532,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
533,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
534,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
535,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
536,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
537,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
538,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
539,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
540,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
541,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
542,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
543,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
544,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
545,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
546,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
547,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
548,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
549,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
550,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
551,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
552,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
553,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
554,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
555,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
556,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
557,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
558,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
559,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
560,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
561,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
562,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
563,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
564,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
565,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
566,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
567,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
568,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
569,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
570,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
571,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
572,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
573,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
574,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
575,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
576,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
577,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
578,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
579,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
580,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
581,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
582,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
583,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
584,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
585,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
586,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
587,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
588,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
589,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
590,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
591,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
592,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
593,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
594,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
595,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
596,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
597,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
598,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
599,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
600,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
601,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
602,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
603,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
604,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
605,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
606,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
607,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
608,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
609,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
610,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
611,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
612,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
613,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
614,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
615,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
616,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
617,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
618,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
619,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
620,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
621,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
622,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
623,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
624,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
625,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
626,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
627,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
628,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
629,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
630,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
631,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
632,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
633,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
634,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
635,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
636,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
637,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
638,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
639,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
640,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
641,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
642,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
643,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
644,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
645,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
646,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
647,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
648,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
649,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
650,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
651,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
652,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
653,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
654,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
655,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
656,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
657,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
658,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
659,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
660,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
661,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
662,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
663,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
664,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
665,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
666,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
667,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
668,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
669,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
670,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
671,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
672,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
673,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
674,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
675,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
676,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
677,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
678,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
679,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
680,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
681,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
682,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
683,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
684,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
685,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
686,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
687,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
688,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
689,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
690,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
691,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
