Customer_ID,Gender,Age,L_O_S,Tariff,Handset
K377390,1,16,47.633333,Play 100,CAS60
K377400,0,34,32.666667,Play 100,WC95
K377410,0,51,12.733333,Play 100,CAS60
K377430,0,23,35.466667,Play 100,WC95
K377450,1,36,33.466667,Play 100,S80
K377460,0,36,15.566667,Play 100,WC95
K377480,0,24,12.533333,Play 100,CAS60
K377490,0,38,48.566667,Play 100,WC95
K377500,0,18,27.266667,Play 100,WC95
K377510,1,27,16.3,Play 100,S80
K377530,0,19,11.866667,Play 100,WC95
K377540,0,34,46.8,Play 100,WC95
K377550,1,20,39.6,Play 100,CAS60
K377560,0,17,29.466667,Play 100,CAS60
K377570,0,35,56.6,Play 100,CAS60
K377590,0,36,40.866667,Play 100,WC95
K377620,1,57,46.566667,Play 100,S80
K377630,0,65,13.933333,Play 100,WC95
K377640,1,31,18.4,Play 100,ASAD90
K377650,0,14,57.5,Play 100,CAS60
K377680,0,61,55.4,Play 100,WC95
K377690,1,22,19.566667,Play 100,S80
K377700,1,20,22.233333,Play 100,S80
K377730,1,34,24.333333,Play 100,S80
K377760,1,27,21.5,Play 100,CAS60
K377770,1,18,21.9,Play 100,S80
K377780,0,27,38.733333,Play 100,WC95
K377800,1,38,30.833333,Play 100,S80
K377810,1,30,35.3,Play 100,S80
K377820,1,44,29.7,Play 100,S80
K377830,1,29,38.933333,Play 100,S80
K377860,1,23,56.366667,Play 100,ASAD90
K377870,0,17,49.3,Play 100,WC95
K377890,1,62,51.7,Play 100,S80
K377900,1,15,37.333333,Play 100,S80
K377910,0,46,23.966667,Play 100,WC95
K377920,0,27,16.133333,Play 100,CAS60
K377930,0,13,46.266667,Play 100,WC95
K377960,1,30,27.466667,Play 100,S80
K377970,0,35,18.433333,Play 100,WC95
K377980,0,30,24.033333,Play 100,CAS60
K378000,1,24,32.4,Play 100,CAS60
K378010,0,17,34.133333,Play 100,WC95
K378020,1,30,51.533333,Play 100,CAS60
K378030,1,19,12.7,Play 100,S80
K378040,0,20,13.166667,Play 100,WC95
K378050,1,14,27.133333,Play 100,S80
K378060,1,18,26.533333,Play 100,S80
K378070,0,24,13.966667,Play 100,WC95
K378080,1,17,44.333333,Play 100,CAS60
K378090,0,44,56.333333,Play 100,WC95
K378100,1,21,13.933333,Play 100,S80
K378110,1,13,48.366667,Play 100,CAS60
K378120,0,16,34.566667,Play 100,WC95
K378130,0,34,39.733333,Play 100,WC95
K378150,1,39,35.333333,Play 100,S80
K378160,0,50,30.033333,Play 100,WC95
K378180,1,22,30.633333,Play 100,CAS60
K378200,0,38,37.8,Play 100,WC95
K378210,1,29,13.833333,Play 100,CAS60
K378230,1,32,44.633333,Play 100,S80
K378250,1,48,49.466667,Play 100,CAS60
K378260,1,30,31.5,Play 100,S80
K378270,0,39,57.166667,Play 100,CAS60
K378280,0,50,13.8,Play 100,WC95
K378290,1,62,53.366667,Play 100,S80
K378320,0,20,21.166667,Play 100,CAS60
K378350,1,20,57.733333,Play 100,ASAD90
K378360,1,21,41.433333,Play 100,S80
K378390,0,36,57.733333,Play 100,CAS60
K378420,0,28,16.833333,Play 100,ASAD90
K378440,1,22,29.1,Play 100,ASAD90
K378450,1,24,29.133333,Play 100,CAS60
K378460,0,35,21.3,Play 100,WC95
K378470,0,25,21.866667,Play 100,ASAD90
K378480,0,47,30.7,Play 100,WC95
K378490,1,13,11.233333,Play 100,CAS60
K378510,1,28,35.366667,Play 100,S80
K378530,1,67,16.366667,Play 100,CAS60
K378540,0,18,16.133333,Play 100,WC95
K378560,0,23,42.8,Play 100,WC95
K378580,1,25,37.4,Play 100,ASAD90
K378590,1,28,38.6,Play 100,S80
K378600,0,65,10.233333,Play 100,CAS60
K378610,0,26,30.966667,Play 100,CAS60
K378630,1,37,15.3,Play 100,CAS60
K378650,1,13,13.966667,Play 100,CAS60
K378660,0,31,50.933333,Play 100,WC95
K378670,0,34,35.066667,Play 100,WC95
K378680,1,22,26.133333,Play 100,CAS60
K378690,0,34,25.3,Play 100,CAS60
K378700,0,61,23.333333,Play 100,WC95
K378710,1,30,47.033333,Play 100,CAS60
K378720,0,26,31.133333,Play 100,CAS60
K378740,1,36,18.833333,Play 100,CAS60
K378760,0,34,39.766667,Play 100,WC95
K378770,0,28,39.066667,Play 100,WC95
K378780,1,45,23.533333,Play 100,CAS60
K378790,0,12,27.6,Play 100,WC95
K378800,0,23,19.233333,Play 100,CAS60
K378810,0,48,46.166667,Play 100,WC95
K378820,1,36,18.1,Play 100,S80
K378830,1,19,29.066667,Play 100,S80
K378840,0,17,16.066667,Play 100,WC95
K378850,1,64,41.866667,Play 100,S80
K378860,1,33,37,Play 100,S80
K378870,1,48,22.2,Play 100,CAS60
K378880,1,47,54.533333,Play 100,CAS60
K378900,1,12,40.8,Play 100,S80
K378920,1,26,57.633333,Play 100,CAS60
K378930,0,41,53,Play 100,WC95
K378960,0,45,23.933333,Play 100,WC95
K378970,0,19,10.133333,Play 100,CAS60
K378980,0,21,28.233333,Play 100,WC95
K378990,0,32,46.8,Play 100,CAS60
K379020,1,55,54.1,Play 100,CAS60
K379030,0,68,50.766667,Play 100,WC95
K379040,0,23,36.166667,Play 100,WC95
K379050,0,32,21.166667,Play 100,WC95
K379070,1,21,42.9,Play 100,S80
K379080,0,26,24.933333,Play 100,WC95
K379090,0,27,25.166667,Play 100,WC95
K379100,0,14,21.6,Play 100,CAS60
K379110,0,27,47.533333,Play 100,CAS60
K379120,1,23,58.1,Play 100,CAS60
K379140,1,31,11.733333,Play 100,S80
K379160,0,43,32.1,Play 100,ASAD90
K379170,0,12,36.1,Play 100,WC95
K379180,0,49,44.966667,Play 100,CAS60
K379190,1,42,28.433333,Play 100,CAS60
K379200,1,51,39.3,Play 100,S80
K379210,1,31,14.5,Play 100,S80
K379220,1,20,54.066667,Play 100,S80
K379230,0,22,23.3,Play 100,WC95
K379240,0,25,19.8,Play 100,WC95
K379270,0,25,22.066667,Play 100,CAS60
K379280,0,20,49.4,Play 100,CAS60
K379290,0,19,41.5,Play 100,WC95
K379310,1,22,42.433333,Play 100,S80
K379340,1,19,30.333333,Play 100,CAS60
K379350,1,25,28,Play 100,CAS60
K379360,1,40,53.433333,Play 100,ASAD90
K379380,1,63,26.233333,Play 100,ASAD90
K379400,1,50,46.766667,Play 100,CAS60
K379410,0,47,20.4,Play 100,WC95
K379430,1,39,42.8,Play 100,S80
K379450,1,16,30.266667,Play 100,S80
K379460,0,12,14.166667,Play 100,CAS60
K379470,0,27,57.733333,Play 100,CAS60
K379490,0,44,36.666667,Play 100,WC95
K379510,1,38,16.633333,Play 100,CAS60
K379560,1,14,11.066667,Play 100,S80
K379570,1,29,16.9,Play 100,S80
K379590,1,15,10.433333,Play 100,CAS60
K379600,0,45,37.633333,Play 100,WC95
K379620,0,31,40.666667,Play 100,WC95
K379630,0,45,50.5,Play 100,CAS60
K379640,0,12,56.833333,Play 100,WC95
K379650,1,59,28,Play 100,S80
K379660,1,27,21.8,Play 100,CAS60
K379670,1,23,24.166667,Play 100,CAS60
K379680,0,19,19.8,Play 100,CAS60
K379690,0,40,36.233333,Play 100,WC95
K379710,0,47,12,Play 100,ASAD90
K379730,0,25,41.833333,Play 100,ASAD90
K379740,0,31,46.5,Play 100,CAS60
K379750,1,19,31,Play 100,S80
K379770,1,34,39.133333,Play 100,CAS60
K379780,1,21,54.9,Play 100,S80
K379790,1,15,21.7,Play 100,S80
K379800,1,43,12.433333,Play 100,S80
K379840,0,51,28.5,Play 100,WC95
K379850,1,26,56.433333,Play 100,CAS60
K379860,1,16,21.4,Play 100,S80
K379870,1,23,56.333333,Play 100,S80
K379920,0,12,16.633333,Play 100,WC95
K379930,0,36,37.533333,Play 100,CAS60
K379940,1,27,27.733333,Play 100,S80
K379950,1,32,13.433333,Play 100,CAS60
K379960,0,14,56.466667,Play 100,WC95
K379970,0,50,23.333333,Play 100,WC95
K379990,0,29,15.4,Play 100,CAS60
K380000,1,54,29.1,Play 100,CAS60
K380020,0,23,33.966667,Play 100,CAS60
K380030,1,26,11.733333,Play 100,S80
K380070,1,35,34.4,Play 100,S80
K380080,0,19,25,Play 100,ASAD90
K380090,0,17,31.2,Play 100,CAS60
K380110,0,34,28.1,Play 100,WC95
K380120,0,41,23.433333,Play 100,CAS60
K380130,1,14,49.966667,Play 100,CAS60
K380140,1,46,23.133333,Play 100,CAS60
K380150,1,15,47.133333,Play 100,CAS60
K380160,0,15,13.8,Play 100,CAS60
K380170,1,18,12.5,Play 100,ASAD90
K380180,1,38,38.633333,Play 100,S80
K380190,0,29,41.966667,Play 100,WC95
K380210,1,33,24.833333,Play 100,S80
K380220,1,32,52.733333,Play 100,S80
K380240,1,22,10.9,Play 100,S80
K380250,0,16,43.633333,Play 100,WC95
K380260,0,33,38.666667,Play 100,WC95
K380270,0,40,54.866667,Play 100,CAS60
K380280,0,16,45.466667,Play 100,CAS60
K380290,1,51,48.9,Play 100,CAS60
K380300,1,22,38.033333,Play 100,S80
K380310,0,48,19.5,Play 100,WC95
K380320,0,17,10.133333,Play 100,CAS60
K380330,1,26,11.833333,Play 100,S80
K380340,1,21,39.666667,Play 100,S80
K380350,1,20,53.8,Play 100,S80
K380370,1,74,39.633333,Play 100,S80
K380380,1,41,31.833333,Play 100,S80
K380390,0,23,12,Play 100,WC95
K380400,1,25,33.233333,Play 100,CAS60
K380410,1,33,27.733333,Play 100,CAS60
K380430,0,47,35.4,Play 100,WC95
K380440,1,36,21.833333,Play 100,S80
K380450,0,25,39.9,Play 100,WC95
K380460,1,14,38.866667,Play 100,CAS60
K380480,0,17,25.533333,Play 100,WC95
K380490,1,26,34.866667,Play 100,S80
K380500,0,46,30.533333,Play 100,WC95
K380510,0,24,20.8,Play 100,WC95
K380520,0,25,16.333333,Play 100,WC95
K380530,0,25,39.7,Play 100,CAS60
K380560,1,13,24.366667,Play 100,S80
K380570,1,49,43.766667,Play 100,S80
K380580,0,38,13.533333,Play 100,WC95
K380590,1,26,30.6,Play 100,ASAD90
K380610,0,32,9.933333,Play 100,WC95
K380630,1,36,10.3,Play 100,S80
K380640,0,32,51.9,Play 100,CAS60
K380650,1,16,10.066667,Play 100,S80
K380680,1,17,14.3,Play 100,S80
K380700,1,13,52.066667,Play 100,S80
K380710,1,34,16.233333,Play 100,CAS60
K380730,1,65,58.1,Play 100,CAS60
K380740,1,35,46.9,Play 100,S80
K380760,1,23,56.333333,Play 100,CAS60
K380770,1,26,32.366667,Play 100,S80
K380780,1,33,50.5,Play 100,S80
K380800,0,35,15.8,Play 100,CAS60
K380810,0,20,49.533333,Play 100,CAS60
K380820,1,35,23.266667,Play 100,CAS60
K380830,0,39,23.9,Play 100,WC95
K380860,1,12,17.133333,Play 100,CAS60
K380880,1,47,45.133333,Play 100,CAS60
K380890,0,20,49.666667,Play 100,CAS60
K380910,1,30,38.166667,Play 100,CAS60
K380920,1,20,57.9,Play 100,CAS60
K380950,0,38,41,Play 100,CAS60
K380990,0,16,57.166667,Play 100,CAS60
K381000,0,16,15.833333,Play 100,WC95
K381010,0,43,16.766667,Play 100,WC95
K381020,1,23,46.166667,Play 100,CAS60
K381030,0,26,43.266667,Play 100,ASAD90
K381040,1,18,51.366667,Play 100,S80
K381050,0,31,49.933333,Play 100,WC95
K381060,0,24,36.066667,Play 100,WC95
K381070,1,17,44.2,Play 100,S80
K381080,1,35,40.966667,Play 100,S80
K381090,0,27,49.8,Play 100,WC95
K381100,1,25,28.6,Play 100,S80
K381120,1,31,30.633333,Play 100,CAS60
K381140,1,29,40.166667,Play 100,ASAD90
K381150,1,44,21,Play 100,S80
K381160,0,61,19.733333,Play 100,WC95
K381170,0,24,45.166667,Play 100,WC95
K381180,0,47,18.466667,Play 100,WC95
K381190,1,51,47.9,Play 100,S80
K381210,0,40,12.066667,Play 100,CAS60
K381220,1,17,32.966667,Play 100,S80
K381230,0,19,55.2,Play 100,WC95
K381250,0,56,32.933333,Play 100,WC95
K381260,0,61,27.933333,Play 100,CAS60
K381270,1,15,14.766667,Play 100,S80
K381280,0,14,18.633333,Play 100,CAS60
K381290,1,28,35.9,Play 100,ASAD90
K381300,1,24,31.3,Play 100,CAS60
K381320,0,45,19.433333,Play 100,WC95
K381340,1,21,53.333333,Play 100,CAS60
K381350,0,38,31.3,Play 100,WC95
K381360,1,45,51.466667,Play 100,S80
K381370,1,30,46,Play 100,S80
K381380,1,54,17.8,Play 100,S80
K381410,0,32,55.533333,Play 100,WC95
K381420,1,13,25.533333,Play 100,S80
K381430,1,17,37,Play 100,CAS60
K381440,1,17,44.066667,Play 100,S80
K381470,0,33,36.533333,Play 100,WC95
K381490,0,34,47.266667,Play 100,WC95
K381500,0,18,56.033333,Play 100,WC95
K381510,1,36,35.9,Play 100,S80
K381520,1,32,41.133333,Play 100,S80
K381530,1,23,15.3,Play 100,S80
K381540,1,40,38.466667,Play 100,CAS60
K381550,1,18,51.8,Play 100,CAS60
K381560,1,20,55.033333,Play 100,CAS60
K381570,0,38,32.033333,Play 100,CAS60
K381580,1,38,31.366667,Play 100,S80
K381610,0,34,41.3,Play 100,WC95
K381620,1,31,47.466667,Play 100,S80
K381640,1,15,39.433333,Play 100,S80
K381670,0,44,57.3,Play 100,WC95
K381690,1,34,44.733333,Play 100,S80
K381700,0,26,30.566667,Play 100,WC95
K381710,0,47,56.366667,Play 100,WC95
K381720,0,34,13.166667,Play 100,CAS60
K381730,0,24,27.9,Play 100,WC95
K381740,0,24,48,Play 100,CAS60
K381750,1,24,20.2,Play 100,S80
K381760,1,37,51.266667,Play 100,S80
K381770,1,21,56.066667,Play 100,S80
K381810,1,26,18.333333,Play 100,S80
K381830,1,23,25.9,Play 100,S80
K381840,1,28,37.766667,Play 100,CAS60
K381850,1,59,17.166667,Play 100,CAS60
K381860,0,24,19.066667,Play 100,WC95
K381880,0,36,53.933333,Play 100,CAS60
K381890,0,20,44.6,Play 100,CAS60
K381900,1,45,51.033333,Play 100,S80
K381910,1,16,50.066667,Play 100,CAS60
K381930,0,31,49.466667,Play 100,WC95
K381940,0,22,18.1,Play 100,CAS60
K381950,0,42,19.633333,Play 100,CAS60
K381970,0,40,54.133333,Play 100,CAS60
K381980,1,22,54.866667,Play 100,S80
K382010,0,40,36.7,Play 100,CAS60
K382030,0,14,26.766667,Play 100,WC95
K382050,1,67,21.2,Play 100,S80
K382060,0,15,35.366667,Play 100,CAS60
K382070,0,25,53.833333,Play 100,CAS60
K382080,1,33,18.1,Play 100,S80
K382100,1,38,13.1,Play 100,ASAD90
K382120,1,37,19,Play 100,S80
K382140,1,22,31.733333,Play 100,S80
K382150,1,43,51.933333,Play 100,S80
K382160,0,34,48.166667,Play 100,WC95
K382170,1,14,22.433333,Play 100,S80
K382190,0,35,21.866667,Play 100,WC95
K382200,1,20,52.3,Play 100,ASAD90
K382210,0,34,18.633333,Play 100,WC95
K382220,0,39,14.366667,Play 100,WC95
K382240,1,15,14.566667,Play 100,S80
K382250,1,31,24.3,Play 100,S80
K382270,0,30,28.066667,Play 100,WC95
K382310,1,42,47.933333,Play 100,S80
K382320,1,37,53.333333,Play 100,S80
K382350,0,20,40.066667,Play 100,WC95
K382370,0,33,46.433333,Play 100,WC95
K382400,1,44,55.033333,Play 100,CAS60
K382410,1,30,27.8,Play 100,S80
K382420,1,33,10.4,Play 100,S80
K382430,1,56,34.966667,Play 100,S80
K382440,1,29,38.066667,Play 100,CAS60
K382450,1,18,37.2,Play 100,S80
K382460,1,31,10.666667,Play 100,S80
K382480,0,34,21.433333,Play 100,WC95
K382490,0,12,27.933333,Play 100,WC95
K382500,0,58,52.4,Play 100,WC95
K382510,1,58,56.333333,Play 100,CAS60
K382520,1,35,17.366667,Play 100,S80
K382550,0,55,52.566667,Play 100,WC95
K382560,1,24,26.466667,Play 100,S80
K382570,1,15,43.033333,Play 100,S80
K382580,1,16,12,Play 100,CAS60
K382590,1,25,49.5,Play 100,CAS60
K382600,0,14,31.3,Play 100,CAS60
K382610,0,38,13.8,Play 100,WC95
K382650,1,22,24.433333,Play 100,CAS60
K382670,1,15,18.033333,Play 100,S80
K382680,1,14,44.733333,Play 100,S80
K382700,0,70,55.4,Play 100,CAS60
K382720,0,14,55.7,Play 100,WC95
K382730,1,21,37.5,Play 100,S80
K382740,1,15,32.2,Play 100,S80
K382750,1,15,13.3,Play 100,S80
K382760,0,15,28.466667,Play 100,CAS60
K382770,1,24,31.966667,Play 100,S80
K382780,1,32,18,Play 100,S80
K382790,1,15,54.766667,Play 100,CAS60
K382800,0,34,30.533333,Play 100,ASAD90
K382810,0,18,53.066667,Play 100,WC95
K382830,0,24,34.266667,Play 100,WC95
K382840,0,23,19.733333,Play 100,WC95
K382850,0,39,10.333333,Play 100,WC95
K382860,1,35,29.266667,Play 100,S80
K382870,0,31,31,Play 100,WC95
K382890,0,29,9.933333,Play 100,WC95
K382900,0,46,38.1,Play 100,CAS60
K382910,0,37,29.133333,Play 100,CAS60
K382920,1,17,24.366667,Play 100,S80
K382930,0,25,43.466667,Play 100,CAS60
K382950,1,57,24.833333,Play 100,S80
K382960,0,22,51.866667,Play 100,CAS60
K382980,0,49,33.566667,Play 100,WC95
K382990,1,36,16.466667,Play 100,ASAD90
K383000,1,20,14.033333,Play 100,ASAD90
K383020,0,32,36,Play 100,CAS60
K383030,0,48,15.533333,Play 100,WC95
K383040,1,27,50.633333,Play 100,S80
K383060,1,59,22.066667,Play 100,S80
K383080,1,34,37,Play 100,S80
K383090,0,26,47.9,Play 100,WC95
K383100,0,32,47.266667,Play 100,CAS60
K383120,1,14,42.833333,Play 100,CAS60
K383130,1,49,23.3,Play 100,S80
K383150,1,33,14.9,Play 100,CAS60
K383160,1,63,12.133333,Play 100,ASAD90
K383170,0,29,30.533333,Play 100,WC95
K383180,1,39,14.8,Play 100,S80
K383200,0,13,58.166667,Play 100,WC95
K383210,0,25,29.166667,Play 100,WC95
K383220,1,54,14.833333,Play 100,S80
K383230,1,21,28.066667,Play 100,CAS60
K383240,1,21,23.833333,Play 100,S80
K383270,1,24,50.4,Play 100,S80
K383280,1,31,44.866667,Play 100,CAS60
K383290,1,24,50.866667,Play 100,S80
K383320,0,32,34.566667,Play 100,WC95
K383330,0,20,34.733333,Play 100,WC95
K383340,0,30,19.6,Play 100,CAS60
K383360,1,12,52.4,Play 100,S80
K383400,0,53,44.133333,Play 100,CAS60
K383410,1,60,15.733333,Play 100,CAS60
K383420,0,30,56.9,Play 100,CAS60
K383430,1,30,52.566667,Play 100,S80
K383440,1,28,12,Play 100,S80
K383450,1,46,40.7,Play 100,S80
K383460,1,26,49.866667,Play 100,S80
K383490,0,30,45.533333,Play 100,ASAD90
K383500,1,32,34.433333,Play 100,S80
K383510,1,28,21.866667,Play 100,S80
K383520,0,48,54.4,Play 100,WC95
K383540,0,17,13.133333,Play 100,CAS60
K383550,0,36,55.5,Play 100,WC95
K383570,0,40,39.1,Play 100,CAS60
K383580,1,28,49.633333,Play 100,S80
K383590,0,26,44.233333,Play 100,WC95
K383600,1,13,56.1,Play 100,CAS60
K383610,0,12,13.6,Play 100,CAS60
K383630,0,52,29.8,Play 100,WC95
K383640,0,18,17.3,Play 100,CAS60
K383650,0,26,54.466667,Play 100,CAS60
K383660,0,23,55.966667,Play 100,WC95
K383690,0,24,37.533333,Play 100,CAS60
K383700,1,30,14.466667,Play 100,S80
K383710,0,30,23.166667,Play 100,WC95
K383720,1,39,32.066667,Play 100,CAS60
K383750,0,55,54.5,Play 100,WC95
K383760,0,22,29.8,Play 100,WC95
K383770,1,47,16.033333,Play 100,S80
K383780,1,20,18.5,Play 100,S80
K383790,1,27,40.566667,Play 100,S80
K383820,0,27,15.333333,Play 100,CAS60
K383830,1,21,53.266667,Play 100,CAS60
K383840,1,61,54.466667,Play 100,S80
K383850,1,13,39.3,Play 100,S80
K383860,0,47,38.566667,Play 100,WC95
K383880,1,20,40.566667,Play 100,S80
K383890,0,21,42.9,Play 100,WC95
K383900,1,40,51.566667,Play 100,CAS60
K383920,0,12,39.166667,Play 100,CAS60
K383950,0,20,43.5,Play 100,CAS60
K383960,1,51,26.966667,Play 100,S80
K383970,0,18,16.366667,Play 100,CAS60
K383980,0,45,38.7,Play 100,CAS60
K383990,0,38,38.866667,Play 100,WC95
K384000,0,45,31.833333,Play 100,WC95
K384010,1,33,55.1,Play 100,ASAD90
K384020,0,41,48.4,Play 100,WC95
K384040,1,31,55.633333,Play 100,CAS60
K384050,0,24,46.3,Play 100,CAS60
K384060,1,30,23.533333,Play 100,CAS60
K384080,1,26,54.1,Play 100,CAS60
K384100,1,24,49.666667,Play 100,S80
K384110,0,72,47.133333,Play 100,WC95
K384120,1,32,30.1,Play 100,CAS60
K384130,0,24,30.466667,Play 100,WC95
K384140,1,24,29.166667,Play 100,S80
K384150,1,36,26.333333,Play 100,S80
K384160,1,32,26.666667,Play 100,S80
K384170,1,13,51.833333,Play 100,S80
K384200,1,19,19.433333,Play 100,S80
K384210,0,26,15.8,Play 100,WC95
K384220,1,51,47.866667,Play 100,S80
K384230,0,21,27.366667,Play 100,CAS60
K384240,0,12,53.5,Play 100,CAS60
K384250,0,48,32.7,Play 100,CAS60
K384270,1,43,24.266667,Play 100,S80
K384290,1,21,9.7,Play 100,CAS60
K384300,1,31,54.3,Play 100,S80
K384340,1,42,33.8,Play 100,S80
K384350,0,28,39.266667,Play 100,WC95
K384360,0,27,23.9,Play 100,WC95
K384370,0,29,11.733333,Play 100,CAS60
K384380,1,20,12.866667,Play 100,S80
K384390,1,55,49.033333,Play 100,S80
K384430,1,33,19.066667,Play 100,CAS60
K384440,0,15,23.533333,Play 100,CAS60
K384450,1,30,19.7,Play 100,CAS60
K384480,0,23,32.666667,Play 100,WC95
K384490,0,27,10.333333,Play 100,WC95
K384500,1,45,12.233333,Play 100,S80
K384510,1,31,36.7,Play 100,S80
K384540,0,51,55.5,Play 100,WC95
K384550,1,34,19.466667,Play 100,S80
K384560,1,33,54.266667,Play 100,CAS60
K384570,0,12,19.2,Play 100,CAS60
K384580,0,27,45.633333,Play 100,WC95
K384620,0,25,53.1,Play 100,WC95
K384630,1,23,12.8,Play 100,S80
K384640,1,30,57.033333,Play 100,S80
K384650,0,25,18.466667,Play 100,WC95
K384660,0,23,23.266667,Play 100,WC95
K384680,1,43,55.9,Play 100,S80
K384690,0,18,23.366667,Play 100,WC95
K384700,1,65,26.766667,Play 100,S80
K384720,0,36,18.8,Play 100,WC95
K384730,1,18,43.866667,Play 100,CAS60
K384740,1,14,41.966667,Play 100,S80
K384750,0,22,41.833333,Play 100,WC95
K384780,0,15,47.033333,Play 100,CAS60
K384800,1,32,50.1,Play 100,S80
K384810,1,28,24.133333,Play 100,CAS60
K384820,1,37,41.3,Play 100,CAS60
K384830,1,20,34.1,Play 100,CAS60
K384840,1,36,40.266667,Play 100,CAS60
K384850,0,31,22.7,Play 100,WC95
K384860,0,24,52.766667,Play 100,CAS60
K384870,1,34,53.1,Play 100,S80
K384880,0,20,45.966667,Play 100,WC95
K384890,0,62,20.2,Play 100,WC95
K384910,1,18,10.7,Play 100,S80
K384920,1,19,18.233333,Play 100,S80
K384930,0,31,41.666667,Play 100,WC95
K384940,1,22,23.066667,Play 100,CAS60
K384950,1,43,30.7,Play 100,CAS60
K384960,0,33,10.7,Play 100,WC95
K384970,1,39,38.333333,Play 100,CAS60
K384980,0,23,28.366667,Play 100,WC95
K385000,0,25,50.7,Play 100,CAS60
K385010,1,32,56.666667,Play 100,S80
K385030,0,33,46.533333,Play 100,CAS60
K385050,0,29,31.933333,Play 100,WC95
K385070,1,28,44.433333,Play 100,S80
K385090,0,17,56.566667,Play 100,WC95
K385100,0,17,49.6,Play 100,CAS60
K385110,1,43,56.266667,Play 100,S80
K385120,0,21,25.466667,Play 100,CAS60
K385130,0,30,49.533333,Play 100,WC95
K385140,1,41,44.6,Play 100,S80
K385150,1,29,55.666667,Play 100,S80
K385160,1,34,57.833333,Play 100,CAS60
K385170,0,24,21.466667,Play 100,CAS60
K385180,0,32,47.6,Play 100,CAS60
K385200,1,26,51.533333,Play 100,S80
K385220,0,14,38.3,Play 100,WC95
K385230,0,47,42.766667,Play 100,CAS60
K385240,1,23,32.833333,Play 100,S80
K385260,0,15,36.866667,Play 100,WC95
K385270,0,25,36.466667,Play 100,WC95
K385290,1,19,25.4,Play 100,CAS60
K385300,0,56,53.5,Play 100,WC95
K385350,1,43,42.5,Play 100,CAS60
K385360,1,22,51.233333,Play 100,CAS60
K385370,0,18,33.133333,Play 100,WC95
K385380,0,32,26.433333,Play 100,WC95
K385390,0,35,42.6,Play 100,WC95
K385400,0,31,36.266667,Play 100,WC95
K385420,1,26,18.233333,Play 100,S80
K385430,0,14,43.8,Play 100,CAS60
K385440,1,13,32.466667,Play 100,CAS60
K385450,0,37,35,Play 100,WC95
K385460,0,31,21.666667,Play 100,WC95
K385470,0,26,11.733333,Play 100,CAS60
K385480,1,28,41.966667,Play 100,S80
K385490,0,17,15,Play 100,CAS60
K385500,1,28,51.533333,Play 100,S80
K385510,1,25,25.633333,Play 100,CAS60
K385520,1,20,9.8,Play 100,S80
K385530,1,55,47.666667,Play 100,S80
K385550,1,28,18.066667,Play 100,S80
K385560,0,25,30.3,Play 100,CAS60
K385580,1,21,32.333333,Play 100,S80
K385610,1,46,37.633333,Play 100,S80
K385620,1,56,35.5,Play 100,CAS60
K385640,0,28,27.266667,Play 100,CAS60
K385650,1,42,17.666667,Play 100,CAS60
K385660,0,35,18.533333,Play 100,CAS60
K385670,0,40,13.4,Play 100,CAS60
K385690,1,36,35.7,Play 100,S80
K385700,0,33,33.233333,Play 100,CAS60
K385710,0,34,12.833333,Play 100,WC95
K385720,0,23,13,Play 100,WC95
K385740,1,38,46.6,Play 100,S80
K385750,1,17,50.3,Play 100,CAS60
K385770,0,39,34.3,Play 100,WC95
K385780,1,32,39.433333,Play 100,S80
K385790,0,37,35.766667,Play 100,CAS60
K385800,1,44,42.8,Play 100,S80
K385810,0,18,56.333333,Play 100,WC95
K385820,0,49,20.4,Play 100,WC95
K385830,0,14,42.6,Play 100,WC95
K385840,0,49,38.066667,Play 100,WC95
K385850,1,32,22.5,Play 100,S80
K385860,1,23,52.733333,Play 100,S80
K385870,0,17,46.166667,Play 100,CAS60
K385890,1,42,44.666667,Play 100,S80
K385920,1,54,11.966667,Play 100,S80
K385930,1,54,45.966667,Play 100,S80
K385940,0,30,27.7,Play 100,CAS60
K385950,1,27,37.233333,Play 100,S80
K385960,1,43,51.866667,Play 100,S80
K385970,0,48,52.433333,Play 100,WC95
K385980,0,32,38.1,Play 100,CAS60
K385990,0,40,21.933333,Play 100,CAS60
K386000,1,35,56.3,Play 100,S80
K386010,1,18,45.366667,Play 100,ASAD90
K386020,0,27,16.533333,Play 100,WC95
K386030,1,14,20.333333,Play 100,S80
K386040,1,15,17.466667,Play 100,S80
K386050,1,22,32.566667,Play 100,CAS60
K386060,0,21,57.433333,Play 100,WC95
K386070,0,14,45.933333,Play 100,CAS60
K386080,1,53,49.6,Play 100,S80
K386100,1,23,19.633333,Play 100,S80
K386110,1,35,42.666667,Play 100,ASAD90
K386130,0,21,27.633333,Play 100,WC95
K386140,0,14,42.1,Play 100,WC95
K386150,0,18,57.466667,Play 100,CAS60
K386160,1,20,50.6,Play 100,S80
K386170,0,40,33.033333,Play 100,WC95
K386190,0,21,29.466667,Play 100,CAS60
K386200,0,17,25.866667,Play 100,WC95
K386220,1,23,50.733333,Play 100,S80
K386230,1,20,53.333333,Play 100,CAS60
K386250,1,47,21.166667,Play 100,CAS60
K386260,1,22,49.6,Play 100,S80
K386270,0,17,47.166667,Play 100,WC95
K386280,0,16,42.566667,Play 100,CAS60
K386290,1,24,46.3,Play 100,S80
K386300,1,28,36.7,Play 100,CAS60
